"","Word","Year","WordStart","vowel","coda_cons","foot","pre","pre_amb","br","br_amb","cr","unrel","unrel_amb","aff","aff_amb","sp","sp_amb","sp_full","sp_partial","sp_fp","release"
"520","difficult","2000",228.3909341,"ɪ","f","medial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"521","difficult","2002",57.37860317,"ɪ","f","medial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"522","difficult","2002",189.9650167,"ɪ","f","medial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"523","difficulties","1952",181.1807667,"ɪ","f","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"524","difficulties","1964",61.61982058,"ɪ","f","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"525","difficulties","1964",68.23,"ɪ","f","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"526","difficulty","1957",99.03973123,"ɪ","f","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"527","difficulty","1957",357.5442264,"ɪ","f","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"528","difficulty","1983",273.5940301,"ɪ","f","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"529","direct","1957",39.02436071,"ɛ","k","final",0,0,0,0,1,0,0,0,0,0,0,0,0,0,"normal release"
"530","direct","1964",289.3230582,"ɛ","k","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"531","directed","1964",256.7955525,"ɛ","k","medial",0,0,1,1,0,1,1,0,0,0,0,0,0,0,"unreleased"
"532","direction","1988",89.4430439,"ɛ","k","medial",0,0,0,0,1,0,0,0,0,0,0,0,0,0,"normal release"
"533","directions","1983",226.1772436,"ɛ","k","medial",0,0,0,0,1,0,0,0,0,0,0,0,0,0,"normal release"
"534","directly","2000",31.43086788,"ɛ","k","medial",0,0,0,0,0,0,0,1,1,0,0,0,0,0,"affricated"
"535","directly","2005",53.99404544,"ɛ","k","medial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"536","disaster","1970",187.73,"ɑ","s","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"537","disaster","1972",45.49557649,"ɑ","s","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"538","disasters","2001",8.511939138,"ɑ","s","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"539","disciplined","1964",152.8835592,"ɪ","s","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"540","discuss","1983",101.88,"ʌ","s","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"541","discuss","2010",24.1516174,"ʌ","s","final",0,0,0,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"542","displaced","2015",220.1835195,"ei","s","final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"543","distance","1952",92.46774844,"ɪ","s","medial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"544","distant","1952",58.23274346,"ɪ","s","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"545","distant","1983",266.944447,"ɪ","s","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"546","distress","2001",139.7948787,"ɛ","s","final",1,1,1,1,1,0,0,0,0,0,0,0,0,0,"normal release"
"547","distress","2002",174.0607091,"ɛ","s","final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"548","diversity","1970",31.32602136,"ɜ","s","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"549","diversity","2002",121.869152,"ɜ","s","medial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"550","dominated","1975",41.90052754,"ei","t","medial",0,1,1,1,0,0,0,0,0,1,1,0,1,0,"spirantised"
"551","doubt","2005",201.847299,"au","t","final",0,0,1,1,0,0,0,1,1,0,0,0,0,0,"affricated"
"552","doubt","2005",296.5438681,"au","t","final",0,0,0,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"553","dramatic","1983",127.4776117,"æ","t","medial",0,0,1,1,0,0,0,0,0,1,1,1,0,0,"spirantised"
"554","dropped","1975",213.8861617,"ɒ","p","final",0,0,0,0,1,0,0,0,0,0,0,0,0,0,"normal release"
"555","drought","1964",72.5408982,"au","t","final",0,1,1,1,0,0,0,0,0,1,1,0,1,0,"spirantised"
"556","droughts","2001",12.22403964,"au","t","final",0,0,0,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"557","duchess","1958",116.1907908,"ʌ","tʃ","medial",0,0,0,0,0,0,0,0,0,1,1,1,0,0,"spirantised"
"558","duke","1958",107.778194,"u","k","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"559","Dutch","1988",121.8817247,"ʌ","tʃ","final",1,1,1,1,0,0,0,0,0,1,1,1,0,0,"spirantised"
"560","duty","1952",199.8509011,"u","t","medial",0,0,1,1,0,0,0,1,1,0,0,0,0,0,"affricated"
"561","each","2002",210.013857,"i","tʃ","final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"562","each","2002",255.45,"i","tʃ","final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"563","earth","1952",117.3693095,"ɜ","θ","final",0,0,0,1,1,0,0,0,0,0,0,0,0,0,"normal release"
"564","earth","1952",257.619876,"ɜ","θ","final",0,0,0,0,1,0,0,0,0,0,0,0,0,0,"normal release"
"565","earth","1952",271.9279749,"ɜ","θ","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"566","earth","1961",59.73283714,"ɜ","θ","final",0,1,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"567","earth","1961",68.01517412,"ɜ","θ","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"568","earth","1970",246.2561207,"ɜ","θ","final",0,0,0,1,1,0,0,0,0,0,0,0,0,0,"normal release"
"569","earth","1972",289.13,"ɜ","θ","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"570","earth","1983",88.1120741,"ɜ","θ","final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"571","earth","1983",361.9781098,"ɜ","θ","final",0,0,0,0,1,0,0,0,0,0,0,0,0,0,"normal release"
"572","earth","2018",291.6173211,"ɜ","θ","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"573","earthquake","2005",41.18546051,"ei","k","final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"574","earthquake","2005",41.18546051,"ɜ","θ","final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"575","east","1958",105.4,"i","s","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"576","east","1970",188.56,"i","s","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"577","east","1994",169.4968115,"i","s","final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"578","east","1994",204.7052153,"i","s","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"579","east","1995",23.69394772,"i","s","final",0,0,1,1,1,0,0,0,0,0,0,0,0,0,"normal release"
"580","east","2015",132.6479973,"i","s","final",0,0,0,0,1,0,0,0,0,0,0,0,0,0,"normal release"
"581","echoed","1961",83.99,"ɛ","k","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"582","economic","1983",179.46,"i","k","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"583","education","1964",80.73034072,"ei","ʃ","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"584","education","1995",226.3348037,"ei","ʃ","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"585","effect","1975",209.1717193,"ɛ","k","final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"586","effective","1964",151.36,"ɛ","k","medial",0,1,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"587","effective","1983",176.4807232,"ɛ","k","medial",0,0,0,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"588","effort","1958",248.1638709,"ɛ","f","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"589","effort","1972",27.26439028,"ɛ","f","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"590","effort","1972",53.83961446,"ɛ","f","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"591","effort","1995",121.4924161,"ɛ","f","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"592","efforts","1957",211.9576653,"ɛ","f","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"593","efforts","1961",190.1232518,"ɛ","f","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"594","efforts","1975",224.6204605,"ɛ","f","medial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"595","efforts","2010",133.2238738,"ɛ","f","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"596","eight","1957",395.8269519,"ei","t","final",0,0,0,0,0,0,0,1,1,0,0,0,0,0,"affricated"
"597","eight","1988",14.47757852,"ei","t","final",0,0,0,0,1,0,0,1,1,0,0,0,0,0,"affricated"
"598","eight","1988",21.03018462,"ei","t","final",0,0,0,0,1,0,0,0,0,0,0,0,0,0,"normal release"
"599","eight","1988",112.6461046,"ei","t","final",0,0,0,0,1,0,0,0,0,1,1,0,1,0,"spirantised"
"600","eight","1988",125.5570138,"ei","t","final",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"normal release"
"601","eight","2018",209.4357429,"ei","t","final",0,0,0,0,0,0,0,0,0,1,1,0,1,0,"spirantised"
"602","eight","2018",213.1027874,"ei","t","final",0,0,0,0,1,0,0,0,0,1,1,0,1,0,"spirantised"
"603","eighteen","2018",50.34956881,"ɛ","t","medial",0,0,0,0,0,0,0,1,1,0,0,0,0,0,"affricated"
"604","eighty","1988",14.20077966,"ei","t","medial",0,0,1,1,0,0,0,0,0,1,1,0,1,0,"spirantised"
"605","eighty","1988",20.74362454,"ei","t","medial",0,0,1,1,0,0,0,0,0,1,1,1,0,0,"spirantised"
"606","eighty","1988",112.3351321,"ei","t","medial",0,0,1,1,0,0,0,0,0,1,1,1,0,0,"spirantised"
"607","eighty","1988",125.2722895,"ei","t","medial",0,0,0,0,0,0,0,0,0,1,1,0,1,0,"spirantised"
"608","electric","2015",285.3528634,"ɛ","k","medial",0,0,0,0,1,1,1,0,0,0,0,0,0,0,"unreleased"
"609","enough","1958",52.55421784,"ʌ","f","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"610","enough","1994",247.6358847,"ʌ","f","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"611","enough","2005",62.69545183,"ʌ","f","final",1,1,1,1,1,0,0,0,0,0,0,0,0,0,"normal release"
"612","enriched","2002",118.71,"ɪ","tʃ","final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"613","epic","1994",20.5938163,"ɛ","p","medial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"614","equally","1988",193.1085863,"i","k","medial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"615","escape","1961",18.87124684,"ei","p","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"616","Eskimos","1970",108.2093145,"ɛ","s","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"617","especially","1952",35.95547075,"ɛ","ʃ","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"618","especially","1958",86.98398491,"ɛ","ʃ","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"619","especially","1972",10.55,"ɛ","ʃ","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"620","especially","2005",107.1713401,"ɛ","ʃ","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"621","essence","1958",322.535,"ɛ","s","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"622","Ethel","1995",205.9290592,"ɛ","θ","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"623","Ethel's","1995",248.0365281,"ɛ","θ","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"624","Ethel's","1995",265.7383445,"ɛ","θ","medial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"625","ethnic","2002",120.4651596,"ɛ","θ","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"626","evoke","2002",104.82,"ou","k","final",0,0,0,0,1,0,0,0,0,0,0,0,0,0,"normal release"
"627","evoke","2015",6.28869693,"ou","k","final",0,0,1,1,1,0,0,0,0,0,0,0,0,0,"normal release"
"628","exactly","1975",127.9509575,"æ","k","medial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"629","exactly","2010",42.8903366,"æ","k","medial",0,0,1,1,0,1,1,0,0,0,0,0,0,0,"unreleased"
"630","exactly","2018",27.46798362,"æ","k","medial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"631","execution","2018",66.59131007,"u","ʃ","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"632","exercise","2010",193.4367099,"ɛ","k","medial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"633","exist","1970",192.4234204,"ɪ","s","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"634","exist","1988",30.96,"ɪ","s","final",0,0,0,0,1,0,0,0,0,0,0,0,0,0,"normal release"
"635","expected","2018",140.1143888,"ɛ","k","medial",0,0,0,0,1,1,1,0,0,0,0,0,0,0,"unreleased"
"636","experts","1983",225.1854975,"ɛ","k","final",0,0,0,0,1,0,0,0,0,0,0,0,0,0,"normal release"
"637","experts","1983",225.1854975,"ɜ","t","final",0,0,0,0,1,0,0,0,0,1,1,0,1,0,"spirantised"
"638","experts","1983",270.2157516,"ɛ","k","final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"639","experts","1983",270.2157516,"ɜ","t","final",0,0,0,0,1,0,0,0,0,0,0,0,0,0,"normal release"
"640","explanations","2018",267.9799949,"ei","ʃ","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"641","explanations","2018",267.9799949,"ɛ","k","medial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"642","express","1961",227.3806263,"ɛ","s","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"643","expressing","2001",78.96690151,"ɛ","s","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"644","expression","2000",110.57,"ɛ","ʃ","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"645","face","1957",52.07318961,"ei","s","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"646","face","1961",158.9500188,"ei","s","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"647","face","1964",53,"ei","s","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"648","face","1972",131.9997441,"ei","s","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"649","face","1972",279.94,"ei","s","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"650","face","2002",23.56168353,"ei","s","final",0,0,0,0,1,0,0,0,0,0,0,0,0,0,"normal release"
"651","face","2005",215.2347977,"ei","s","final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"652","faced","2002",62.50167636,"ei","s","final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"653","faces","1994",229.8798277,"ei","s","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"654","facing","1983",132.8812313,"ei","s","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"655","facing","2002",247.5150873,"ei","s","medial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"656","fact","1961",19.58366528,"æ","k","final",0,0,0,0,0,1,1,0,0,0,0,0,0,0,"unreleased"
"657","fact","1964",227.2920841,"æ","k","final",0,0,1,1,0,1,1,0,0,0,0,0,0,0,"unreleased"
"658","fact","1994",129.3995336,"æ","k","final",0,0,0,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"659","fact","2000",50.22153987,"æ","k","final",0,0,0,0,1,0,0,0,0,0,0,0,0,0,"normal release"
"660","factions","1995",79.43111228,"æ","k","medial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"661","factories","1972",109.74,"æ","k","medial",0,1,1,1,0,1,1,0,0,0,0,0,0,0,"unreleased"
"662","facts","2000",59.53,"æ","k","final",0,1,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"663","fainthearted","2000",255.4257627,"ɑ","t","medial",0,0,0,0,1,0,0,1,1,0,0,0,0,0,"affricated"
"664","faith","1952",186.2509989,"ei","θ","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"665","faith","1961",7.506720508,"ei","θ","final",0,0,0,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"666","faith","1961",70.78942203,"ei","θ","final",0,1,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"667","faith","1994",159.8519227,"ei","θ","final",0,0,1,1,1,0,0,0,0,0,0,0,0,0,"normal release"
"668","faith","1994",296.6682148,"ei","θ","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"669","faith","2000",99.28238655,"ei","θ","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"670","faith","2000",111.7596522,"ei","θ","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"671","faith","2001",118.3154108,"ei","θ","final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"672","faith","2001",252.5408602,"ei","θ","final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"673","faith","2002",203.9253964,"ei","θ","final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"674","faith","2002",230.1303675,"ei","θ","final",0,0,1,1,1,0,0,0,0,0,0,0,0,0,"normal release"
"675","faith","2005",148.1412676,"ei","θ","final",0,0,1,1,1,0,0,0,0,0,0,0,0,0,"normal release"
"676","faith","2005",173.8842865,"ei","θ","final",1,1,0,1,1,0,0,0,0,0,0,0,0,0,"normal release"
"677","faith","2005",267.8871377,"ei","θ","final",0,0,0,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"678","faith","2010",319.5213259,"ei","θ","final",1,1,1,1,1,0,0,0,0,0,0,0,0,0,"normal release"
"679","faith","2018",176.0986899,"ei","θ","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"680","faith","2018",189.4373808,"ei","θ","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"681","faithfully","1952",345.0756719,"ei","θ","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"682","faithfully","1958",50.05266785,"ei","θ","medial",0,1,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"683","faiths","1961",132.1222057,"ei","θ","final",0,1,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"684","faiths","2000",186.0489459,"ei","θ","final",1,1,0,0,1,0,0,0,0,0,0,0,0,0,"normal release"
"685","faiths","2001",136.5156283,"ei","θ","final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"686","faiths","2015",166.3137349,"ei","θ","final",0,1,1,1,1,0,0,0,0,0,0,0,0,0,"normal release"
"687","fascinating","1970",15.88514286,"æ","s","medial",0,1,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"688","fascinating","1970",15.88514286,"ei","t","medial",0,0,0,0,0,0,0,0,0,1,1,1,0,0,"spirantised"
"689","fast","2000",248.3096887,"ɑ","s","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"690","faster","1983",106.4515601,"ɑ","s","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"691","festival","1952",37.85,"ɛ","s","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"692","festival","1961",78.59047096,"ɛ","s","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"693","festival","1970",3.81,"ɛ","s","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"694","festival","1975",20.30618085,"ɛ","s","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"695","festival","2005",280.4054724,"ɛ","s","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"696","festive","2001",271.5775798,"ɛ","s","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"697","festivities","1988",139.5780428,"ɛ","s","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"698","fiftieth","1994",8.608781235,"ɪ","f","medial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"699","fiftieth","1994",258.0637643,"ɪ","f","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"700","fiftieth","2001",324.84,"ɪ","f","medial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"701","fifty","1957",247.8806749,"ɪ","f","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"702","fifty","1957",395.4576846,"ɪ","f","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"703","fifty","1995",8.813111737,"ɪ","f","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"704","fifty","1995",52.31139923,"ɪ","f","medial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"705","fifty","2002",132.3804599,"ɪ","f","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"706","fifty","2018",216.2077225,"ɪ","f","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"707","fight","1961",151.87,"ai","t","final",0,0,1,1,0,0,0,1,1,0,0,0,0,0,"affricated"
"708","fight","1964",247.18,"ai","t","final",0,0,1,1,0,0,0,0,0,1,1,1,0,0,"spirantised"
"709","fighting","1994",69.13,"ai","t","medial",0,0,1,1,0,0,0,0,0,1,1,0,1,0,"spirantised"
"710","fighting","1995",78.50919322,"ai","t","medial",0,0,1,1,0,0,0,0,0,1,1,1,0,0,"spirantised"
"711","fighting","1995",135.5044437,"ai","t","medial",0,0,0,1,0,0,0,0,0,1,1,0,1,0,"spirantised"
"712","first","1952",172.445013,"ɜ","s","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"713","first","1957",7.58,"ɜ","s","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"714","first","1957",231.3224565,"ɜ","s","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"715","first","1961",181.7661395,"ɜ","s","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"716","first","1988",66.66098303,"ɜ","s","final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"717","first","1995",21.52343632,"ɜ","s","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"718","first","1995",114.2628947,"ɜ","s","final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"719","first","2015",87.73105398,"ɜ","s","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"720","first","2015",282.2895378,"ɜ","s","final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"721","first","2018",18.61484226,"ɜ","s","final",0,0,1,1,1,0,0,0,0,0,0,0,0,0,"normal release"
"722","first","2018",34.94978715,"ɜ","s","final",0,0,1,1,1,0,0,0,0,0,0,0,0,0,"normal release"
"723","first","2018",80.68413885,"ɜ","s","final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"724","first","2018",210.5186125,"ɜ","s","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"725","first","2018",242.9741362,"ɜ","s","final",0,0,1,1,1,0,0,0,0,0,0,0,0,0,"normal release"
"726","fitness","2010",211.8487899,"ɪ","t","medial",0,0,0,0,1,0,0,0,0,0,0,0,0,0,"normal release"
"727","fitting","1994",17.23780982,"ɪ","t","medial",0,0,1,1,0,0,0,0,0,1,1,1,0,0,"spirantised"
"728","fleet","2018",90.63463175,"i","t","final",0,0,0,0,0,0,0,1,1,0,0,0,0,0,"affricated"
"729","flocking","1964",78.63967833,"ɒ","k","medial",1,1,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"730","focus","2002",13.71020246,"ou","k","medial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"731","focus","2015",186.7936241,"ou","k","medial",0,0,0,0,0,0,0,0,0,1,1,0,1,0,"spirantised"
"732","foot","2001",22.54812974,"ʊ","t","final",0,0,1,1,0,0,0,0,0,1,1,1,0,0,"spirantised"
"733","force","1952",124.9889968,"ɔ","s","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"734","force","1995",98.14608275,"ɔ","s","final",0,1,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"735","forced","2015",203.8529141,"ɔ","s","final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"736","forces","1952",252.0586908,"ɔ","s","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"737","forces","1964",178.2,"ɔ","s","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"738","forces","1972",126.34,"ɔ","s","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"739","forces","1975",44.12031293,"ɔ","s","medial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"740","forget","1994",1.671040276,"ɛ","t","final",0,0,0,0,1,0,0,1,1,0,0,0,0,0,"affricated"
"741","forget","2002",166.3540447,"ɛ","t","final",0,0,0,0,1,1,1,0,0,0,0,0,0,0,"unreleased"
"742","forth","2000",242.7813885,"ɔ","θ","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"743","fortified","2002",237.2302894,"ɔ","t","medial",0,0,1,1,0,0,0,0,0,1,1,1,0,0,"spirantised"
"744","fortitude","1972",131.113993,"ɔ","t","medial",0,0,1,1,0,0,0,0,0,1,1,1,0,0,"spirantised"
"745","fortunate","1972",171.56,"ɔ","tʃ","medial",0,1,1,1,0,0,0,0,0,1,1,0,0,1,"spirantised"
"746","fortunate","1983",342.3,"ɔ","tʃ","medial",0,1,1,1,0,0,0,0,0,1,1,1,0,0,"spirantised"
"747","fortunes","1988",54.3367543,"ɔ","tʃ","medial",0,0,0,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"748","forty","1970",125.89,"ɔ","t","medial",0,0,0,1,0,0,0,0,0,1,1,1,0,0,"spirantised"
"749","forty","1983",138.5218775,"ɔ","t","medial",0,0,0,1,0,0,0,0,0,1,1,1,0,0,"spirantised"
"750","forty","1994",31.5895477,"ɔ","t","medial",0,0,0,0,0,0,0,0,0,1,1,1,0,0,"spirantised"
"751","forty","2015",33.27746951,"ɔ","t","medial",0,0,1,1,0,0,0,0,0,1,1,1,0,0,"spirantised"
"752","forty","2018",212.7234746,"ɔ","t","medial",0,0,1,1,0,0,0,0,0,1,1,1,0,0,"spirantised"
"753","fought","1957",384.6191148,"ɔ","t","final",0,0,1,1,0,0,0,1,1,0,0,0,0,0,"affricated"
