"","Word","Year","WordStart","vowel","coda_cons","foot","pre","pre_amb","br","br_amb","cr","unrel","unrel_amb","aff","aff_amb","sp","sp_amb","sp_full","sp_partial","sp_fp","release"
"1","absolute","1964",155.4702056,"u","t","final",0,0,1,1,0,0,0,0,1,0,0,0,0,0,"normal release"
"2","accept","1988",78.63782901,"ɛ","p","final",0,0,0,0,0,1,1,0,0,0,0,0,0,0,"unreleased"
"3","accept","2005",293.9630446,"ɛ","p","final",0,0,0,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"4","acceptable","2010",33.26029993,"ɛ","p","medial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"5","accession","1952",159.5976338,"ɛ","ʃ","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"6","accumulated","1958",323.34,"ei","t","medial",0,0,1,1,0,0,0,0,0,1,1,0,1,0,"spirantised"
"7","accusations","1961",201.8569508,"æ","k","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"8","accusations","1961",201.8569508,"ei","ʃ","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"9","actions","1975",179.3157573,"æ","k","medial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"10","actions","2001",132.55,"æ","k","medial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"11","activity","2010",200.3444303,"æ","k","final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"12","acts","1975",195.9486567,"æ","k","final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"13","acts","1995",45.93264155,"æ","k","final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"14","acts","2001",50.89837981,"æ","k","final",0,0,0,0,0,1,1,0,0,0,0,0,0,0,"unreleased"
"15","acts","2001",164.3157871,"æ","k","final",0,0,0,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"16","acts","2005",71.41015717,"æ","k","final",0,0,0,1,0,1,1,0,0,0,0,0,0,0,"unreleased"
"17","actual","2000",41.9989899,"æ","k","medial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"18","affect","1972",216.9723971,"ɛ","k","final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"19","affected","2001",34.11971302,"ɛ","k","medial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"20","affected","2005",54.63620503,"ɛ","k","medial",0,0,0,0,1,0,0,0,0,0,0,0,0,0,"normal release"
"21","affection","1952",96.75580689,"ɛ","k","medial",0,0,0,0,1,0,0,0,0,0,0,0,0,0,"normal release"
"22","affection","1952",163.8797402,"ɛ","k","medial",0,0,0,0,1,0,0,0,0,1,1,0,1,0,"spirantised"
"23","affection","1961",107.9444997,"ɛ","k","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"24","affection","1970",171.0410432,"ɛ","k","medial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"25","affection","1972",5.432429599,"ɛ","k","medial",0,0,0,0,1,0,0,0,0,0,0,0,0,0,"normal release"
"26","affection","2018",226.3939719,"ɛ","k","medial",0,0,0,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"27","affectionate","1952",70.86741945,"ɛ","k","medial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"28","affectionate","1964",24.77711226,"ɛ","k","medial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"29","affectionate","1970",73.89,"ɛ","k","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"30","afflicted","2000",259.1020377,"ɪ","k","medial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"31","Africa","1958",105.6431105,"æ","f","medial",1,1,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"32","Africa","1961",121.0987997,"æ","f","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"33","Africa","1983",231.0867437,"æ","f","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"34","Africa","1994",199.771865,"æ","f","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"35","Africa","1994",233.9028549,"æ","f","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"36","Africa","1995",192.7608372,"æ","f","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"37","afternoon","1958",28.28868334,"ɑ","f","medial",0,1,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"38","airforce","2018",57.75836378,"ɔ","s","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"39","animosity","1988",41.353214,"ɒ","s","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"40","anniversaries","1988",5.427471058,"ɜ","s","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"41","anniversaries","1995",1.99888194,"ɜ","s","medial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"42","anniversaries","2002",71.20954194,"ɜ","s","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"43","anniversary","1988",23.36368455,"ɜ","s","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"44","anniversary","1988",70.06987193,"ɜ","s","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"45","anniversary","1988",125.8656493,"ɜ","s","medial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"46","anniversary","1988",209.5450963,"ɜ","s","medial",0,0,1,1,1,0,0,0,0,0,0,0,0,0,"normal release"
"47","anniversary","1994",9.092135112,"ɜ","s","medial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"48","anniversary","1994",258.5477912,"ɜ","s","medial",0,0,1,1,1,0,0,0,0,0,0,0,0,0,"normal release"
"49","anniversary","2000",56.71,"ɜ","s","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"50","anniversary","2002",77.3492937,"ɜ","s","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"51","anniversary","2002",97.3,"ɜ","s","medial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"52","anniversary","2018",59.68613497,"ɜ","s","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"53","anticipated","2010",322.7282427,"ei","t","medial",0,0,1,1,0,0,0,0,0,1,1,1,0,0,"spirantised"
"54","anticipated","2010",322.7282427,"ɪ","s","medial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"55","apart","1988",9.455608138,"ɑ","t","final",0,0,0,0,1,0,0,0,0,0,0,0,0,0,"normal release"
"56","appreciating","1995",251.6243315,"ei","t","medial",0,0,0,0,0,0,0,0,0,1,1,1,0,0,"spirantised"
"57","appreciating","1995",251.6243315,"i","ʃ","medial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"58","April","1988",140.6469839,"ei","p","medial",0,0,0,0,0,0,0,1,1,0,0,0,0,0,"affricated"
"59","April","2018",201.0590339,"ei","p","medial",0,0,0,0,0,0,0,1,1,0,0,0,0,0,"affricated"
"60","arrested","2000",86.50360368,"ɛ","s","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"61","artists","1958",297.3012991,"ɑ","t","medial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"62","arts","2002",144.72,"ɑ","t","final",0,0,0,0,1,0,0,0,0,1,1,0,1,0,"spirantised"
"63","ask","1952",327.6815547,"ɑ","s","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"64","ask","1972",140.5,"ɑ","s","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"65","ask","1972",215.9730387,"ɑ","s","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"66","aspect","1958",272.4314966,"æ","s","initial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"67","aspect","1958",272.4314966,"ɛ","k","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"68","aspects","1983",122.1939801,"æ","s","initial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"69","aspects","1983",122.1939801,"ɛ","k","final",0,0,0,0,1,0,0,0,0,0,0,0,0,0,"normal release"
"70","aspirations","1958",286.26,"æ","s","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"71","aspirations","1958",286.26,"ei","ʃ","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"72","ass","1988",285.5150699,"æ","s","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"73","athletes","1970",155.227099,"æ","θ","medial",1,1,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"74","attachments","1972",227.8077073,"æ","tʃ","medial",0,0,0,0,1,0,0,0,0,0,0,0,0,0,"normal release"
"75","Australia","1958",130.885619,"ɔ","s","initial",0,0,0,0,0,0,0,1,1,0,0,0,0,0,"affricated"
"76","Australia","1970",43.26,"ɔ","s","initial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"77","Australia","1972",199.3825596,"ɔ","s","initial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"78","Australia","1988",127.6776068,"ɔ","s","initial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"79","Australia","1988",130.420314,"ɔ","s","initial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"80","Australia","1988",156.2344836,"ɔ","s","initial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"81","Australia's","2018",250.249219,"ɔ","s","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"82","Australians","1970",69.59772608,"ɔ","s","initial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"83","Australians","1983",234.96,"ɔ","s","initial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"84","authorised","2010",39.13932125,"ɔ","θ","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"85","autumn","1983",48.91,"ɔ","t","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"86","autumn","2005",39.79135729,"ɔ","t","medial",0,0,0,0,0,0,0,0,0,1,1,0,1,0,"spirantised"
"87","aviation","1983",9.197221245,"ei","ʃ","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"88","awaken","1958",317.0877898,"ei","k","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"89","back","1958",167.2357146,"æ","k","final",0,1,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"90","back","1972",197.8169364,"æ","k","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"91","back","1983",26.1869643,"æ","k","final",0,0,0,0,1,0,0,0,0,0,0,0,0,0,"normal release"
"92","back","1988",178.7629287,"æ","k","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"93","back","1994",201.2150919,"æ","k","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"94","back","2002",1.434880306,"æ","k","final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"95","back","2015",178.5633951,"æ","k","final",0,0,0,1,1,1,1,0,0,0,0,0,0,0,"unreleased"
"96","background","1964",169.6068356,"æ","k","final",1,1,1,1,0,1,1,0,0,0,0,0,0,0,"unreleased"
"97","background","2001",261.0124626,"æ","k","final",0,0,0,1,0,1,1,0,0,0,0,0,0,0,"unreleased"
"98","backgrounds","2010",177.0683685,"æ","k","final",0,0,0,0,1,1,1,0,0,0,0,0,0,0,"unreleased"
"99","baffling","2018",164.2600409,"æ","f","medial",0,1,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"100","Bangladesh","1983",50.36930893,"ɛ","ʃ","final",0,0,1,1,1,0,0,0,0,0,0,0,0,0,"normal release"
"101","battle","1957",155.0138615,"æ","t","medial",1,1,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"102","battle","1957",307.742111,"æ","t","medial",1,1,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"103","battle","2018",85.9172639,"æ","t","medial",0,0,1,1,0,0,0,0,0,1,1,1,0,0,"spirantised"
"104","battlefield","1957",296.8708521,"æ","t","medial",1,1,1,1,0,0,0,1,1,0,0,0,0,0,"affricated"
"105","battles","1957",385.1497511,"æ","t","medial",1,1,1,1,0,0,0,0,1,0,0,0,0,0,"normal release"
"106","battles","1994",44.8396627,"æ","t","medial",1,1,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"107","beach","1994",27.82116078,"i","tʃ","final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"108","beats","2018",101.1064592,"i","t","final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"109","beautiful","2010",60.25987049,"u","t","medial",0,0,0,0,0,0,0,0,0,1,1,1,0,0,"spirantised"
"110","beauty","1994",320.3732229,"u","t","medial",1,1,1,1,0,0,0,1,1,0,0,0,0,0,"affricated"
"111","beauty","1994",326.1314592,"u","t","medial",0,0,1,1,0,0,0,1,1,0,0,0,0,0,"affricated"
"112","belief","1994",301.7522404,"i","f","final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"113","belief","2001",130.3444958,"i","f","final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"114","beliefs","1952",188.75,"i","f","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"115","beliefs","2000",208.9938267,"i","f","final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"116","best","1957",93.50426373,"ɛ","s","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"117","best","1957",282.588539,"ɛ","s","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"118","best","1961",263.3948982,"ɛ","s","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"119","best","1964",201.7937722,"ɛ","s","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"120","best","1975",141.6754577,"ɛ","s","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"121","best","1975",144.3223715,"ɛ","s","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"122","best","1975",150.2423134,"ɛ","s","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"123","best","1988",199.7082595,"ɛ","s","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"124","best","2002",220.8668601,"ɛ","s","final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"125","best","2002",253.8753465,"ɛ","s","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"126","Bethlehem","1952",42.04145579,"ɛ","θ","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"127","Bethlehem","2001",284.8823711,"ɛ","θ","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"128","Bethlehem","2015",172.8848229,"ɛ","θ","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"129","better","1961",224.5414247,"ɛ","t","medial",0,1,1,1,0,0,0,0,0,1,1,0,1,0,"spirantised"
"130","better","1964",102.9621083,"ɛ","t","medial",1,1,1,1,0,0,0,0,0,1,1,1,0,0,"spirantised"
"131","better","1972",294.638818,"ɛ","t","medial",1,1,1,1,0,0,0,0,0,1,1,1,0,0,"spirantised"
"132","better","1983",69.52687959,"ɛ","t","medial",0,1,1,1,0,0,0,0,0,1,1,1,0,0,"spirantised"
"133","better","1994",223.8250699,"ɛ","t","medial",0,0,1,1,0,0,0,0,0,1,1,1,0,0,"spirantised"
"134","better","1995",285.1192828,"ɛ","t","medial",0,0,1,1,0,0,0,0,0,1,1,1,0,0,"spirantised"
"135","better","2001",290.7887734,"ɛ","t","medial",1,1,1,1,0,0,0,1,1,0,0,0,0,0,"affricated"
"136","better","2005",298.6909377,"ɛ","t","medial",0,0,1,1,0,0,0,0,0,1,1,1,0,0,"spirantised"
"137","better","2015",291.4409373,"ɛ","t","medial",0,0,0,0,0,0,0,0,0,1,1,1,0,0,"spirantised"
"138","better","2018",230.0780353,"ɛ","t","medial",0,0,1,1,0,0,0,0,0,1,1,1,0,0,"spirantised"
"139","betterment","1952",255.26307,"ɛ","t","medial",0,0,1,1,0,0,0,0,0,1,1,1,0,0,"spirantised"
"140","birth","1961",5.877685906,"ɜ","θ","final",0,0,0,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"141","birth","1988",214.1908574,"ɜ","θ","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"142","birth","1994",116.434,"ɜ","θ","final",0,0,1,1,1,0,0,0,0,0,0,0,0,0,"normal release"
"143","birth","2000",271.7663151,"ɜ","θ","final",1,1,0,0,1,0,0,0,0,0,0,0,0,0,"normal release"
"144","birth","2001",284.2149051,"ɜ","θ","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"145","birth","2002",78.23376874,"ɜ","θ","final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"146","birth","2005",283.3932805,"ɜ","θ","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"147","birth","2010",62.24205551,"ɜ","θ","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"148","birth","2015",197.17184,"ɜ","θ","final",0,0,1,1,1,0,0,0,0,0,0,0,0,0,"normal release"
"149","birth","2018",273.2999491,"ɜ","θ","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"150","birth","2018",276.7833109,"ɜ","θ","final",0,1,1,1,1,0,0,0,0,0,0,0,0,0,"normal release"
"151","birthday","1975",86.38148289,"ɜ","θ","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"152","birthday","1975",87.60297218,"ɜ","θ","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"153","birthday","1988",133.3528352,"ɜ","θ","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"154","birthday","2000",42.46195007,"ɜ","θ","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"155","birthday","2015",72.34840801,"ɜ","θ","final",0,0,0,0,1,0,0,0,0,0,0,0,0,0,"normal release"
"156","birthday","2018",150.6563779,"ɜ","θ","final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"157","bitterness","1994",146.7386839,"ɪ","t","medial",1,1,1,1,0,0,0,0,0,1,1,1,0,0,"spirantised"
"158","bitterness","1994",244.5616294,"ɪ","t","medial",1,1,1,1,0,0,0,0,0,1,1,0,1,0,"spirantised"
"159","bless","1952",353.7313452,"ɛ","s","final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"160","bless","1952",364.1049145,"ɛ","s","final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"161","bless","1964",300.5854966,"ɛ","s","final",0,1,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"162","bless","1970",266.5241363,"ɛ","s","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"163","bless","1972",304.2363955,"ɛ","s","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"164","bless","1975",243.707993,"ɛ","s","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"165","bless","1988",334.4615504,"ɛ","s","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"166","bless","1994",339.934235,"ɛ","s","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"167","bless","1995",292.5525888,"ɛ","s","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"168","blessed","1964",211.2738869,"ɛ","s","final",0,1,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"169","blessed","1995",275.4431906,"ɛ","s","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"170","blessing","1957",398.1,"ɛ","s","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"171","blessing","1958",367.59,"ɛ","s","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"172","blessing","2000",236.7597796,"ɛ","s","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"173","book","1988",229.005293,"ʊ","k","final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"174","book","1988",230.2586431,"ʊ","k","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"175","books","2000",122.2742102,"ʊ","k","final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"176","bought","1983",195.4099203,"ɔ","t","final",0,0,1,1,0,0,0,0,0,1,1,0,1,0,"spirantised"
"177","bright","1988",302.5632441,"ai","t","final",0,0,1,1,0,0,0,0,0,1,1,0,1,0,"spirantised"
"178","bright","2015",170.4369542,"ai","t","final",0,0,0,0,0,0,0,0,0,1,1,0,1,0,"spirantised"
"179","Britain","1964",4.654704764,"ɪ","t","medial",1,1,1,1,0,0,0,0,0,1,1,0,1,0,"spirantised"
"180","Britain","1964",66.43534778,"ɪ","t","medial",1,1,1,1,0,0,0,0,0,1,1,0,1,0,"spirantised"
"181","Britain","1970",183.9632071,"ɪ","t","medial",1,1,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"182","Britain","1970",197.6757324,"ɪ","t","medial",1,1,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"183","Britain","1972",210.6939025,"ɪ","t","medial",1,1,1,1,0,0,0,0,0,1,1,0,1,0,"spirantised"
"184","Britain","1972",235.39,"ɪ","t","medial",1,1,1,1,0,0,0,0,0,1,1,1,0,0,"spirantised"
"185","Britain","1972",241.14,"ɪ","t","medial",1,1,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"186","Britain","1983",212.6175216,"ɪ","t","medial",0,0,0,0,0,0,0,0,0,1,1,1,0,0,"spirantised"
"187","Britain","1988",29.13785663,"ɪ","t","medial",1,1,1,1,0,1,1,0,0,0,0,0,0,0,"unreleased"
"188","Britain","1988",58.49441976,"ɪ","t","medial",1,1,1,1,0,1,1,0,0,0,0,0,0,0,"unreleased"
"189","Britain","1988",98.88399215,"ɪ","t","medial",1,1,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"190","Britain","2005",56.60488564,"ɪ","t","medial",1,1,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"191","british","1952",108.8539479,"ɪ","t","medial",0,0,1,1,0,0,0,0,0,1,1,1,0,0,"spirantised"
"192","british","1961",113.6848903,"ɪ","t","medial",0,1,1,1,0,0,0,0,0,1,1,1,0,0,"spirantised"
"193","british","1970",75.8004779,"ɪ","t","medial",0,0,1,1,0,0,0,0,0,1,1,1,0,0,"spirantised"
"194","british","1983",238.25,"ɪ","t","medial",1,1,1,1,0,0,0,0,0,1,1,1,0,0,"spirantised"
"195","british","1988",121.3670859,"ɪ","t","medial",0,0,1,1,0,0,0,0,0,1,1,1,0,0,"spirantised"
"196","british","1994",25.49285448,"ɪ","t","medial",0,0,0,0,0,0,0,0,0,1,1,1,0,0,"spirantised"
"197","british","1994",72.38550168,"ɪ","t","medial",0,0,0,0,0,0,0,0,0,1,1,1,0,0,"spirantised"
"198","british","2018",90.19844401,"ɪ","t","medial",0,0,0,0,0,0,0,0,0,1,1,1,0,0,"spirantised"
"199","broadcast","1952",6.305570265,"ɑ","s","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"200","broadcast","1957",6.83502612,"ɑ","s","final",0,0,0,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"201","broadcast","1964",1.871353301,"ɑ","s","final",0,1,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"202","broadcast","2005",14.22285325,"ɑ","s","final",1,1,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"203","brought","1970",143.41,"ɔ","t","final",1,1,1,1,0,1,1,0,0,0,0,0,0,0,"unreleased"
"204","brought","1988",145.2954043,"ɔ","t","final",0,0,0,1,0,0,0,0,0,1,1,1,0,0,"spirantised"
"205","brought","2001",5.411364585,"ɔ","t","final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"206","brought","2001",63.51,"ɔ","t","final",0,0,0,0,0,0,0,0,0,1,1,1,0,0,"spirantised"
"207","brought","2005",46.93223034,"ɔ","t","final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"208","brought","2018",279.244277,"ɔ","t","final",0,0,0,0,0,0,0,1,1,0,0,0,0,0,"affricated"
"209","brutal","1975",54.01314477,"u","t","medial",0,0,0,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"210","brutal","2005",71.80842575,"u","t","medial",0,1,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"211","buckingham","1995",148.4842038,"ʌ","k","medial",0,0,1,1,0,0,0,0,0,1,1,1,0,0,"spirantised"
"212","capable","2010",315.490675,"ei","p","medial",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"normal release"
"213","capacity","2018",172.3904837,"æ","s","medial",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"214","captain","1964",225.0102609,"æ","p","medial",0,0,0,1,1,1,1,0,0,0,0,0,0,0,"unreleased"
"215","captain","1970",51.58099196,"æ","p","medial",0,0,0,0,1,0,0,0,0,0,0,0,0,0,"normal release"
"216","captures","2015",210.9347634,"æ","p","medial",0,0,0,0,1,0,0,0,0,0,0,0,0,0,"normal release"
"217","carpenter","2000",68.92221867,"ɑ","p","medial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"218","case","1957",258.2056767,"ei","s","final",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"normal release"
"219","case","1988",148.7022031,"ei","s","final",0,0,0,0,1,0,0,0,0,0,0,0,0,0,"normal release"
"220","cases","1995",63.42037695,"ei","s","medial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"221","cases","2010",269.4990175,"ei","s","medial",0,0,1,1,1,0,0,0,0,0,0,0,0,0,"normal release"
"222","caught","2001",71.02322603,"ɔ","t","final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"223","ceaseless","1995",115.3952881,"i","s","medial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"224","ceases","1995",136.0747025,"i","s","medial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal release"
"225","celebrate","1988",103.61,"ei","t","final",0,0,0,0,1,0,0,0,0,0,0,0,0,0,"normal release"
"226","celebrate","1988",211.3199971,"ei","t","final",0,0,0,0,0,0,0,0,0,1,1,0,1,0,"spirantised"
"227","celebrate","1994",115.0772927,"ei","t","final",0,0,1,1,1,0,0,0,0,1,1,1,0,0,"spirantised"
"228","celebrate","2010",64.39908906,"ei","t","final",0,0,1,1,1,0,0,0,0,0,0,0,0,0,"normal release"
"229","celebrated","1972",7.503869394,"ei","t","medial",0,0,1,1,0,0,0,0,0,1,1,0,1,0,"spirantised"
"230","celebrated","2000",7.940764028,"ei","t","medial",0,0,0,0,0,0,0,0,0,1,1,0,1,0,"spirantised"
"231","celebrated","2018",58.24003402,"ei","t","medial",0,1,1,1,0,0,0,0,0,1,1,1,0,0,"spirantised"
"232","celebrates","1961",5.069968708,"ei","t","final",0,0,1,1,0,0,0,0,0,1,1,0,1,0,"spirantised"
"233","celebrating","1975",85.63256736,"ei","t","medial",0,0,0,0,0,0,0,0,0,1,1,1,0,0,"spirantised"
